2,"RT @SkirlCookie: Christmas time:🎄🎶
""Why's everyone scared when Hark! The Herald Angels Sing plays?""
*watches Conjuring 2*
""Oh that's why...…"
0,Gonna watch the conjuring 1 and 2. What is wrong with me
2,The Conjuring 2 2016 English Film Free Watch Online&gt;&gt; https://t.co/hsCXhMeA0h #xvideos
2,Vou ver The conjuring 2 c a Leo
4,my classmates forced me to watch The Conjuring 2 with them earlier.... now I can't sleep 😩 #FaceYourFears pa 🙄
2,The Conjuring 2 2016 Download&gt;&gt; https://t.co/hsCXhMeA0h #xvideos
2,The Conjuring 2 yassss
2,"The Conjuring 2 aja gue belum nonton, ini yg ke 3 dah mau ada. Pengen bakar valak kalo kayak gini😥"
2,Nw: The Conjuring Part 2
2,The Movie Preview Review Eps 205 - The Conjuring 2 https://t.co/ScK9wFPv0R
2,The Movie Preview Review Eps 205 - The Conjuring 2 https://t.co/gLMcmv6rG9
2,The Movie Preview Review Eps 205 - The Conjuring 2 https://t.co/pGbYQIVI6f
2,The Movie Preview Review Eps 205 - The Conjuring 2 https://t.co/fWejfrff32
2,nw: The Conjuring 2
2,RT @Vailir: مقلب على طريقة فلم الرعب THE CONJURING 2 😂👌🏻 : https://t.co/JFTCoGFRIj
2,@rlj2nnie The Conjuring 2
2,"Conjuring 2
Masterminds
The Nice Guys
Everybody Wants Some

Is it just me or the movies released in 2016 are mostly in 60's to 80's setting?"
2,I'm watching The Conjuring 2 (2016) https://t.co/e9swH6wHKo #trakt
2,nw // The Conjuring 2
2,"Christmas time:🎄🎶
""Why's everyone scared when Hark! The Herald Angels Sing plays?""
*watches Conjuring 2*
""Oh that's why...""😨🛌"
2,watching The Conjuring 2
2,11 Fakta Unik Film Lights Out yang Siap Menandingi The Conjuring 2 https://t.co/8th7Z6t8wV  #SQ1502958  #loopsquads2016
0,"Recently watched The Conjuring 1+2, they were not too awful. Next Annabelle, dolls aren't scary to me however"
2,أعجبني فيديو @YouTube على https://t.co/11jZ6VK4xp حصريا فيلم الرعب The Conjuring 2 الجزء الثاني
2,دیشب The Conjuring 2 رو دیدم و خوب چیزی برای ترسیدن نداشت ، یک تبلیغ به نفع کلیسا بود از یک داستان که ادعا میکنن واقعی بوده
2,WeeklyBestTrack #1.Awake(13) #2.Conjuring the Thoughts(13) #3.Cursed by Belief(13)  https://t.co/q3HX0kpxTq #lastfm
2,RT @Vailir: مقلب على طريقة فلم الرعب THE CONJURING 2 😂👌🏻 : https://t.co/JFTCoGFRIj
0,RT @BDisgusting: .@creepypuppet just gave us all permission to classify The Conjuring 2 as a Christmas movie. Hallelujah! https://t.co/dFL2…
4,The Conjuring 2' is the only horror movie worth watching...tried 'Lights Out' and i was lights out in 5 minutes
2,@dillamonster THE CONJURING 2
2,pak arif the best emang ★ The Conjuring 2 (at Gedung B FISIP) — https://t.co/S6ak0X0HYP
0,James Wan Wants You To Know That ‘The Conjuring 2’ Is Totally a Christmas Movie - https://t.co/qugiAjc9Yv
0,@MadHattered1966 @CaptainTomStL I love The Conjuring but Conjuring 2 I felt was missing the spark and the creativity of the first one.
2,Uji nyali  😁 ★ The Conjuring 2 — https://t.co/8xLqr67IVx
0,"👦: km lbh takut nntn Ouija atau The Conjuring 2?
👧: gatakut 2-2nya
👦: lah?trs tkutnya sm apa?
👧: aku cm tkt ditinggal pas lg syg-syg nya
👦:."
4,That awkward feeling when my first words uttered today will be to the student and I'll soon like old man Bill from The Conjuring 2 #esl
2,the conjuring 2 تاني فيلم احضره في المدرسه بعد evil dead ولسا 😂😂😂😂
4,Watching Conjuring 2. Anyone who knows me personally knows that I love exorcist movies! ❤❤ I even love the show The Exorcist on Fox
2,"@DaddyRxpe Ich kann dir die Serie ""Scream"" empfehlen und den Film: The Conjuring (1&amp;2)"
0,maybe i shouldn't be watching the Conjuring 2 rn 🙂
0,James Wan Wants You To Know That 'The Conjuring 2' Is Totally a Christmas Movie - Bloody Disgusting! https://t.co/YaMDcyC4SF
2,"New Arrival: The Conjuring 2 (James Wan, 2016, US). https://t.co/8yVKQiLIvu"
4,"RT @NEOZTexts: youngbin: lmao dawon cried watching the conjuring 2
dawon: psh, i dont believe in ghosts

chani: i just saw valak
dawon: HOL…"
4,the conjuring 2 will have you jumping out your skin 😳
4,someone made an entire gifset of the nun from the conjuring 2 omg i can't imagine staring at it for like 2hrs 😳
4,Just watched The Conjuring 2. Probably not sleeping tonight
2,why does Charlie deicide he wants to watch the conjuring 2 during these late hours https://t.co/vGRfa95YJB
2,Watching The Conjuring 2 (with ramahda) — https://t.co/mLxkmv5pYH
2,I got The Conjuring 2 from @redbox but the DVD is so scratched up it won't even play. 😒
2,The conjuring 1 &amp; 2 https://t.co/ykqUgrtddr
4,5/5 #Review on #TheConjuring2 by sydney1980 : A-movie-to-remember -https://t.co/lnMb0Qok6B
2,Leh ugha ★ The Conjuring 2 (with x ips 3) — https://t.co/V9A78W7Mgs
2,The conjuring 2 and dabs
2,agora deu vontade de rever the conjuring 2 só pra ver patrick wilson cantando
4,This nigga damn near jumped out his draws watxhing the first 10 minutes of conjuring 2 😂😂😂
2,@Jalisasweetlove @Akee_x2 @vibenotthere no .. only the conjuring 2 😴😂
2,Finna watch the conjuring 2
2,"RT @soulzakate: Vote for this cutie right now at #pca2017! Favorite Cable Tv Actress and also The Conjuring 2 and Bates Motel ❤️❤️❤️
https:…"
0,RT @BDisgusting: James Wan Wants You To Know That ‘The Conjuring 2’ Is Totally a Christmas Movie https://t.co/XAwO8xNEi2
2,Mood: the conjuring 2
4,I just voted for The Conjuring 2  to win Favorite Thriller Movie at People's Choice Awards 2017!
2,RT @nurinaezzaty_: Watch The Conjuring 2 Full Movie Online Free https://t.co/E1JlG9Msl0
0,So my fam &amp; I decided to watch the conjuring 2 &amp; use the go pro to record our reactions this should be a fun night 😄
2,PHIL TALKED ABOUT THE CONJURING 2 PLEASE TAG THAT
2,"RT @soulzakate: Vote for this cutie right now at #pca2017! Favorite Cable Tv Actress and also The Conjuring 2 and Bates Motel ❤️❤️❤️
https:…"
2,Vote for this cutie right now at #pca2017! Favorite Cable Tv Actress and also The Conjuring 2 and Bates Motel ❤️❤️… https://t.co/0qgk99Z0xY
2,RT @FreddyInSpace: Patrick Wilson singing Elvis in The Conjuring 2. https://t.co/Bn9r3Qv1Oe
4,"#DLMChallenge movie #277 ""The Conjuring 2"": Not as good as first one but still really good. Wilson &amp; Farmiga are great  #366Movies #366Days"
2,The kids from Conjuring 2 https://t.co/dRuJlM9bbE
2,Watch The Conjuring 2 Full Movie Online Free https://t.co/E1JlG9Msl0
2,Watching the conjuring 2 by myself what up
2,watching the conjuring 2 at this time I think this is a mistake
2,RT @based_goddvss: The Conjuring 2 https://t.co/TR86GMKEbX
2,The Conjuring 2 https://t.co/TR86GMKEbX
2,RT @vvickedd: action shot of my brother recreating The Conjuring 2 scene https://t.co/yrbuM65sIb
2,john is watching the conjuring 2 i hope the elvis song stays in his head n he dedicates it 2 me
0,RT @DamnAddictions: Woman got possessed after watching The Conjuring 2 😳 https://t.co/3FF1NRWd7o
2,watching The Conjuring 2
2,RT @FreddyInSpace: Patrick Wilson singing Elvis in The Conjuring 2. https://t.co/Bn9r3Qv1Oe
2,😜😍😎🙌🏻🙏🏻💙 — watching The Conjuring 2
2,😱😳😖😲👹👿💀 — watching The Conjuring 2
2,The Conjuring 2. #ALDUBMistakenIdentity https://t.co/OckOopXphI
2,@Omni1996 طب جربي كده #the_conjuring_2 ☠️😈جايز يجيب نتيجة 😂👻
0,Fuck the conjuring 2 https://t.co/ZPORVPKDcW
2,@Friskynerd they looked like the demons in Conjuring 2
2,映画【The Conjuring 2】、なかなか良いホラー映画でした。 https://t.co/OEdOA6Yrz7
2,About to have a family viewing of THE CONJURING 2. The kids have been anticipating Mum's terror all day.
2,*Bykhosh ytfrg 3la the conjuring 2 w byfkss l l mozkara ely 3leh*🚶🙅
2,Nonton apa kita hari iniii ★ The Conjuring 2 — https://t.co/9Eq0pkZf7l
0,"RT @TheConjuring: #TheConjuring2's an adult version of your childish nightmares says @verafarmiga. See it now: https://t.co/MTbvLqM6Fh
http…"
0,"RT @TheConjuring: #TheConjuring2's an adult version of your childish nightmares says @verafarmiga. See it now: https://t.co/MTbvLqM6Fh
http…"
2,Dr hp aja ★ The Conjuring 2 — https://t.co/Db0SGoe6kg
2,Gostei de um vídeo @YouTube https://t.co/kFuZjKi52v Man Music ( Musica do homem torto)- The conjuring 2
2,"Movie Chat: The Conjuring 2
 This movie review is courtesy of  Erica Lynn. 
https://t.co/W2PPnPL6wt"
4,I wish I could build myself up to watch the conjuring 2 again but there's just no way it's happening
2,The Conjuring 2 (English) .. https://t.co/bImPG38YBm
0,RT @BDisgusting: James Wan Wants You To Know That ‘The Conjuring 2’ Is Totally a Christmas Movie https://t.co/XAwO8xNEi2
2,5 minutes into the conjuring 2 @xNolr @xanther__ @HaxEtc https://t.co/O6hHoDxgwZ
2,depuis que j'ai regardé the conjuring 2 jlai dans la tete
2,『映画【The Conjuring 2】、なかなか良いホラー映画でした。』くにタイぶろぐ｜https://t.co/eK3DNseLzk
2,『映画【The Conjuring 2】、なかなか良いホラー映画でした。』くにタイぶろぐ｜https://t.co/eK3DNseLzk
2,Expediente Warren 2: El caso de Enfield me parece una película de 8 https://t.co/XDn9RppTc7 en @tviso_es
2,He visto la película Expediente Warren 2: El caso de Enfield https://t.co/XDn9RppTc7 en @tviso_es
2,@_malik_conda conheço aquela freira de algum lado.....The Conjuring 2?
2,RT @FreddyInSpace: Patrick Wilson singing Elvis in The Conjuring 2. https://t.co/Bn9r3Qv1Oe
2,كۆمیدیترین فلیمی ساڵ — watching The Conjuring 2
2,"RT @Ms_Erica_Lynn: Y'all go check out my review for The Conjuring 2 on Myra Nour's fabulous horror blog!
https://t.co/qgjr6YE1SZ"
0,@challahbvck yes! I do the same thing with HP too. In Conjuring 2 there's stockings and a tree for like 10 seconds so it's a Christmas movie
2,Conjuring 2 for the first time.. This shot creepy otg
2,RT @vvickedd: action shot of my brother recreating The Conjuring 2 scene https://t.co/yrbuM65sIb
2,"RT @ColdrockArts: Case files for ANNABELLE, THE CONJURING 1 &amp; 2, AMITYVILLE #HORROR, THE HAUNTING IN CONNECTICUT, and THE EXORCIST.   https…"
2,@pufffycloud the conjuring 2 isn't as good as the first one but it's good if u like a story to follow not as fucked up tho hahaha
0,open invite to the currently two man party blair and i are watching the conjuring 2 and 3.
0,The Conjuring 2 is set around Christmas so it's a Christmas movie idc
2,RT @FreddyInSpace: Patrick Wilson singing Elvis in The Conjuring 2. https://t.co/Bn9r3Qv1Oe
2,RT @FreddyInSpace: Patrick Wilson singing Elvis in The Conjuring 2. https://t.co/Bn9r3Qv1Oe
0,"@daisyphobia same with my mom, we watched The Conjuring 1 + 2 recently and she was like ""HEY IT'S THAT NIGHT OWL GUY!"""
4,RT @creepypuppet: Yes. My aim was to make The Conjuring 2 a 'Christmas-themed and set' horror film. It felt very relevant with the characte…
2,RT @vvickedd: action shot of my brother recreating The Conjuring 2 scene https://t.co/yrbuM65sIb
2,RT @vvickedd: action shot of my brother recreating The Conjuring 2 scene https://t.co/yrbuM65sIb
0,James Wan Wants You To Know That 'The Conjuring 2' Is Totally a Christmas Movie - Bloody Disgusting https://t.co/LfXseYOCve
2,SOMEONE COME THRU AND WATCH THE CONJURING 2 WITH ME AT MI CASA
0,RT @BDisgusting: James Wan Wants You To Know That ‘The Conjuring 2’ Is Totally a Christmas Movie https://t.co/XAwO8xNEi2
2,RT @FreddyInSpace: Patrick Wilson singing Elvis in The Conjuring 2. https://t.co/Bn9r3Qv1Oe
2,RT @FreddyInSpace: Patrick Wilson singing Elvis in The Conjuring 2. https://t.co/Bn9r3Qv1Oe
2,أشاهد The Conjuring 2
2,RT @FreddyInSpace: Patrick Wilson singing Elvis in The Conjuring 2. https://t.co/Bn9r3Qv1Oe
2,RT @FreddyInSpace: Patrick Wilson singing Elvis in The Conjuring 2. https://t.co/Bn9r3Qv1Oe
2,RT @FreddyInSpace: Patrick Wilson singing Elvis in The Conjuring 2. https://t.co/Bn9r3Qv1Oe
2,RT @FreddyInSpace: Patrick Wilson singing Elvis in The Conjuring 2. https://t.co/Bn9r3Qv1Oe
2,RT @FreddyInSpace: Patrick Wilson singing Elvis in The Conjuring 2. https://t.co/Bn9r3Qv1Oe
2,The Conjuring 2 https://t.co/SziuR0ZpR2
4,"That made me fall more in love with him, lol. He's great! RT @FreddyInSpace: Patrick Wilson singing Elvis in The Conjuring 2."
2,Patrick Wilson singing Elvis in The Conjuring 2. https://t.co/Bn9r3Qv1Oe
2,Should I watch the conjuring 2 or the witch? 🤔
2,action shot of my brother recreating The Conjuring 2 scene https://t.co/yrbuM65sIb
2,Why am I watching The Conjuring 2 by myself??
4,"The Conjuring 2: Nun painting room haunt
Everybody Wants Some!!: Sisyphus dialogue river float
Sing Street: ""Drive… https://t.co/FnFP9bkWe6"
2,"Watching The Conjuring 2, in the dark, alone. 

What was I thinking 😭😩"
2,Please RT #beauty #makeup The Conjuring 2 Valak Nun ? SFX Halloween Makeup Tutorial https://t.co/c6qobUiTaF https://t.co/z8FzUlDLX8
0,Insidious chapter 2 s creepier/ scarier than the conjuring
4,RT @IsaGTorres25: Ready to get scared lol watching the conjuring 2 😱 https://t.co/9v65Des4bx
0,RT @BDisgusting: James Wan Wants You To Know That ‘The Conjuring 2’ Is Totally a Christmas Movie https://t.co/XAwO8xNEi2
4,Ready to get scared lol watching the conjuring 2 😱 https://t.co/9v65Des4bx
4,I just voted for The Conjuring 2  to win Favorite Thriller Movie at People's Choice Awards 2017! Cast your vote: https://t.co/Ti2rRl4Csu
4,"RT @liizzie_rosee: support @VeraFarmiga by voting for her, Bates Motel, and the Conjuring 2 @ https://t.co/g53ZSUh30D !!! she deserves it😁💖…"
0,"Retweeted Bloody Disgusting (@BDisgusting):

James Wan Wants You To Know That ‘The Conjuring 2’ Is Totally a... https://t.co/voPqkxCmm6"
0,RT @BDisgusting: James Wan Wants You To Know That ‘The Conjuring 2’ Is Totally a Christmas Movie https://t.co/XAwO8xNEi2
4,@ichrislavallee @YouTube The Conjuring 2 was super scary!
2,فيلم The Conjuring 2 جابلي سكتة قلبية خلاص.
2,"RT @FASTFURlOUS8: At the beginning of 2003’s “2 Fast 2 Furious,” Brian O’Conner drives an R34-generation Nissan Skyline GT-R https://t.co/D…"
2,https://t.co/Hwxp5JEI0G https://t.co/ExJnF0MaqM
